Biobank,PMID,Title,Abstract,Journal,Year,MeSH_Terms,is_preprint,cluster
Estonian Biobank,24740359,Mapping the genetic architecture of gene regulation in whole blood.,"We aimed to assess whether whole blood expression quantitative trait loci (eQTLs) with effects in cis and trans are robust and can be used to identify regulatory pathways affecting disease susceptibility. We performed whole-genome eQTL analyses in 890 participants of the KORA F4 study and in two independent replication samples (SHIP-TREND, N = 976 and EGCUT, N = 842) using linear regression models and Bonferroni correction. In the KORA F4 study, 4,116 cis-eQTLs (defined as SNP-probe pairs where the SNP is located within a 500 kb window around the transcription unit) and 94 trans-eQTLs reached genome-wide significance and overall 91% (92% of cis-, 84% of trans-eQTLs) were confirmed in at least one of the two replication studies. Different study designs including distinct laboratory reagents (PAXgene™ vs. Tempus™ tubes) did not affect reproducibility (separate overall replication overlap: 78% and 82%). Immune response pathways were enriched in cis- and trans-eQTLs and significant cis-eQTLs were partly coexistent in other tissues (cross-tissue similarity 40-70%). Furthermore, four chromosomal regions displayed simultaneous impact on multiple gene expression levels in trans, and 746 eQTL-SNPs have been previously reported to have clinical relevance. We demonstrated cross-associations between eQTL-SNPs, gene expression levels in trans, and clinical phenotypes as well as a link between eQTLs and human metabolic traits via modification of gene regulation in cis. Our data suggest that whole blood is a robust tissue for eQTL analysis and may be used both for biomarker studies and to enhance our understanding of molecular mechanisms underlying gene-disease associations.",PloS one,2014,"Blood; Chromosome Mapping; Gene Expression Regulation; Gene Regulatory Networks; Genetic Association Studies; Genetic Markers; Humans; Linear Models; Polymorphism, Single Nucleotide; Quantitative Trait Loci",False,7
Estonian Biobank,25543204,CDH13 promoter SNPs with pleiotropic effect on cardiometabolic parameters represent methylation QTLs.,"CDH13 encodes T-cadherin, a receptor for high molecular weight (HMW) adiponectin and low-density lipoprotein, promoting proliferation and migration of endothelial cells. Genome-wide association studies have mapped multiple variants in CDH13 associated with cardiometabolic traits (CMT) with variable effects across studies. We hypothesized that this heterogeneity might reflect interplay with DNA methylation within the region. Resequencing and EpiTYPER™ assay were applied for the HYPertension in ESTonia/Coronary Artery Disease in Czech (HYPEST/CADCZ; n = 358) samples to identify CDH13 promoter SNPs acting as methylation Quantitative Trait Loci (meQTLs) and to investigate their associations with CMT. In silico data were extracted from genome-wide DNA methylation and genotype datasets of the population-based sample Estonian Genome Center of the University of Tartu (EGCUT; n = 165). HYPEST-CADCZ meta-analysis identified a rare variant rs113460564 as highly significant meQTL for a 134-bp distant CpG site (P = 5.90 × 10(-6); β = 3.19%). Four common SNPs (rs12443878, rs12444338, rs62040565, rs8060301) exhibited effect on methylation level of up to 3 neighboring CpG sites in both datasets. The strongest association was detected in EGCUT between rs8060301 and cg09415485 (false discovery rate corrected P value = 1.89 × 10(-30)). Simultaneously, rs8060301 showed association with diastolic blood pressure, serum high-density lipoprotein and HMW adiponectin (P < 0.005). Novel strong associations were identified between rare CDH13 promoter meQTLs (minor allele frequency <5%) and HMW adiponectin: rs2239857 (P = 5.50 × 10(-5), β = -1,841.9 ng/mL) and rs77068073 (P = 2.67 × 10(-4), β = -2,484.4 ng/mL). Our study shows conclusively that CDH13 promoter harbors meQTLs associated with CMTs. It paves the way to deeper understanding of the interplay between DNA variation and methylation in susceptibility to common diseases.",Human genetics,2015,"Adiponectin; Adolescent; Adult; Aged; Aged, 80 and over; Blood Pressure; Cadherins; DNA Methylation; Female; Gene Frequency; Genetic Association Studies; Genetic Pleiotropy; Humans; Hypertension; Lipoproteins, HDL; Male; Middle Aged; Polymorphism, Single Nucleotide; Promoter Regions, Genetic; Quantitative Trait Loci; Sequence Analysis, DNA; Young Adult",False,4
Estonian Biobank,25144627,A metabolic view on menopause and ageing.,"The ageing of the global population calls for a better understanding of age-related metabolic consequences. Here we report the effects of age, sex and menopause on serum metabolites in 26,065 individuals of Northern European ancestry. Age-specific metabolic fingerprints differ significantly by gender and, in females, a substantial atherogenic shift overlapping the time of menopausal transition is observed. In meta-analysis of 10,083 women, menopause status associates with amino acids glutamine, tyrosine and isoleucine, along with serum cholesterol measures and atherogenic lipoproteins. Among 3,204 women aged 40-55 years, menopause status associates additionally with glycine and total, monounsaturated, and omega-7 and -9 fatty acids. Our findings suggest that, in addition to lipid alterations, menopause may contribute to future metabolic and cardiovascular risk via influencing amino-acid concentrations, adding to the growing evidence of the importance of amino acids in metabolic disease progression. These observations shed light on the metabolic consequences of ageing, gender and menopause at the population level.",Nature communications,2014,"Adolescent; Adult; Aged; Aged, 80 and over; Aging; Amino Acids; Blood; Cardiovascular Diseases; Cohort Studies; Estonia; Female; Finland; Humans; Lipids; Male; Menopause; Middle Aged; Risk Factors; White People; Young Adult",False,4
Estonian Biobank,23989986,A meta-analysis of genome-wide association studies identifies novel variants associated with osteoarthritis of the hip.,"Osteoarthritis (OA) is the most common form of arthritis with a clear genetic component. To identify novel loci associated with hip OA we performed a meta-analysis of genome-wide association studies (GWAS) on European subjects. We performed a two-stage meta-analysis on more than 78,000 participants. In stage 1, we synthesised data from eight GWAS whereas data from 10 centres were used for 'in silico' or 'de novo' replication. Besides the main analysis, a stratified by sex analysis was performed to detect possible sex-specific signals. Meta-analysis was performed using inverse-variance fixed effects models. A random effects approach was also used. We accumulated 11,277 cases of radiographic and symptomatic hip OA. We prioritised eight single nucleotide polymorphism (SNPs) for follow-up in the discovery stage (4349 OA cases); five from the combined analysis, two male specific and one female specific. One locus, at 20q13, represented by rs6094710 (minor allele frequency (MAF) 4%) near the NCOA3 (nuclear receptor coactivator 3) gene, reached genome-wide significance level with p=7.9×10(-9) and OR=1.28 (95% CI 1.18 to 1.39) in the combined analysis of discovery (p=5.6×10(-8)) and follow-up studies (p=7.3×10(-4)). We showed that this gene is expressed in articular cartilage and its expression was significantly reduced in OA-affected cartilage. Moreover, two loci remained suggestive associated; rs5009270 at 7q31 (MAF 30%, p=9.9×10(-7), OR=1.10) and rs3757837 at 7p13 (MAF 6%, p=2.2×10(-6), OR=1.27 in male specific analysis). Novel genetic loci for hip OA were found in this meta-analysis of GWAS.",Annals of the rheumatic diseases,2014,"Calcium-Calmodulin-Dependent Protein Kinase Type 2; Female; Gene Frequency; Genetic Predisposition to Disease; Genome-Wide Association Study; HMGN Proteins; Homeodomain Proteins; Humans; Immediate-Early Proteins; Male; Nuclear Receptor Coactivator 3; Osteoarthritis, Hip; Polymorphism, Single Nucleotide; Protein Serine-Threonine Kinases; Protein-Tyrosine Kinases; Sex Factors; White People; Dyrk Kinases",False,6
Estonian Biobank,24680035,"Oral health, dental care and mouthwash associated with upper aerodigestive tract cancer risk in Europe: the ARCAGE study.","We aimed to assess the association of oral health (OH), dental care (DC) and mouthwash with upper-aerodigestive tract (UADT) cancer risk, and to examine the extent that enzymes involved in the metabolism of alcohol modify the effect of mouthwash. The study included 1963 patients with incident cancer of the oral cavity, oropharynx, hypopharynx, larynx or esophagus and 1993 controls. Subjects were interviewed about their oral health and dental care behaviors (which were converted to scores of OH and DC respectively), as well as smoking, alcohol drinking, diet, occupations, medical conditions and socio-economic status. Blood samples were taken for genetic analyses. Mouthwash use was analyzed in relation to the presence of polymorphisms of alcohol-metabolizing genes known to be associated with UADT. Adjusted odds ratios (ORs) and 95%-confidence intervals [CI] were estimated with multiple logistic regression models adjusting for multiple confounders. Fully adjusted ORs of low versus high scores of DC and OH were 2.36[CI=1.51-3.67] and 2.22[CI=1.45-3.41], respectively, for all UADT sites combined. The OR for frequent use of mouthwash use (3 or more times/day) was 3.23[CI=1.68-6.19]. The OR for the rare variant ADH7 (coding for fast ethanol metabolism) was lower in mouthwash-users (OR=0.53[CI=0.35-0.81]) as compared to never-users (OR=0.97[CI=0.73-1.29]) indicating effect modification (pheterogeneity=0.065) while no relevant differences were observed between users and non-users for the variant alleles of ADH1B, ADH1C or ALDH2. Poor OH and DC seem to be independent risk factors for UADT because corresponding risk estimates remain substantially elevated after detailed adjustment for multiple confounders. Whether mouthwash use may entail some risk through the alcohol content in most formulations on the market remains to be fully clarified.",Oral oncology,2014,Alcohol Drinking; Case-Control Studies; Esophageal Neoplasms; Europe; Head and Neck Neoplasms; Humans; Mouthwashes; Oral Health; Oral Hygiene; Risk Factors; Smoking,False,8
Estonian Biobank,25287667,Replicability and robustness of genome-wide-association studies for behavioral traits.,"A recent genome-wide-association study of educational attainment identified three single-nucleotide polymorphisms (SNPs) whose associations, despite their small effect sizes (each R (2) ≈ 0.02%), reached genome-wide significance (p < 5 × 10(-8)) in a large discovery sample and were replicated in an independent sample (p < .05). The study also reported associations between educational attainment and indices of SNPs called ""polygenic scores."" In three studies, we evaluated the robustness of these findings. Study 1 showed that the associations with all three SNPs were replicated in another large (N = 34,428) independent sample. We also found that the scores remained predictive (R (2) ≈ 2%) in regressions with stringent controls for stratification (Study 2) and in new within-family analyses (Study 3). Our results show that large and therefore well-powered genome-wide-association studies can identify replicable genetic associations with behavioral traits. The small effect sizes of individual SNPs are likely to be a major contributing factor explaining the striking contrast between our results and the disappointing replication record of most candidate-gene studies.",Psychological science,2014,"Achievement; Educational Status; Genome-Wide Association Study; Genotype; Humans; Massachusetts; Polymorphism, Single Nucleotide; Principal Component Analysis; Queensland; Registries; Reproducibility of Results",False,7
Estonian Biobank,25261970,"DataSHIELD: taking the analysis to the data, not the data to the analysis.","Research in modern biomedicine and social science requires sample sizes so large that they can often only be achieved through a pooled co-analysis of data from several studies. But the pooling of information from individuals in a central database that may be queried by researchers raises important ethico-legal questions and can be controversial. In the UK this has been highlighted by recent debate and controversy relating to the UK's proposed 'care.data' initiative, and these issues reflect important societal and professional concerns about privacy, confidentiality and intellectual property. DataSHIELD provides a novel technological solution that can circumvent some of the most basic challenges in facilitating the access of researchers and other healthcare professionals to individual-level data. Commands are sent from a central analysis computer (AC) to several data computers (DCs) storing the data to be co-analysed. The data sets are analysed simultaneously but in parallel. The separate parallelized analyses are linked by non-disclosive summary statistics and commands transmitted back and forth between the DCs and the AC. This paper describes the technical implementation of DataSHIELD using a modified R statistical environment linked to an Opal database deployed behind the computer firewall of each DC. Analysis is controlled through a standard R environment at the AC. Based on this Opal/R implementation, DataSHIELD is currently used by the Healthy Obese Project and the Environmental Core Project (BioSHaRE-EU) for the federated analysis of 10 data sets across eight European countries, and this illustrates the opportunities and challenges presented by the DataSHIELD approach. DataSHIELD facilitates important research in settings where: (i) a co-analysis of individual-level data from several studies is scientifically necessary but governance restrictions prohibit the release or sharing of some of the required data, and/or render data access unacceptably slow; (ii) a research group (e.g. in a developing nation) is particularly vulnerable to loss of intellectual property-the researchers want to fully share the information held in their data with national and international collaborators, but do not wish to hand over the physical data themselves; and (iii) a data set is to be included in an individual-level co-analysis but the physical size of the data precludes direct transfer to a new site for analysis.",International journal of epidemiology,2014,"Biomedical Research; Computational Biology; Computer Security; Confidentiality; Databases, Factual; Datasets as Topic; Humans; Information Storage and Retrieval; United Kingdom",False,1
Estonian Biobank,24762786,Quality control and conduct of genome-wide association meta-analyses.,"Rigorous organization and quality control (QC) are necessary to facilitate successful genome-wide association meta-analyses (GWAMAs) of statistics aggregated across multiple genome-wide association studies. This protocol provides guidelines for (i) organizational aspects of GWAMAs, and for (ii) QC at the study file level, the meta-level across studies and the meta-analysis output level. Real-world examples highlight issues experienced and solutions developed by the GIANT Consortium that has conducted meta-analyses including data from 125 studies comprising more than 330,000 individuals. We provide a general protocol for conducting GWAMAs and carrying out QC to minimize errors and to guarantee maximum use of the data. We also include details for the use of a powerful and flexible software package called EasyQC. Precise timings will be greatly influenced by consortium size. For consortia of comparable size to the GIANT Consortium, this protocol takes a minimum of about 10 months to complete.",Nature protocols,2014,Genome-Wide Association Study; Meta-Analysis as Topic; Quality Control; Software,False,5
Estonian Biobank,24361469,Identifying flavor preference subgroups. Genetic basis and related eating behavior traits.,"Subgroups based on flavor preferences were identified and their genetic and behavior related characteristics investigated using extensive data from 331 Finnish twins (21-25years, 146 men) including 47 monozygotic (MZ) and 93 dizygotic (DZ) pairs, and 51 twin individuals. The subgroup identification (hierarchical and K-means clustering) was based on liking responses to food names representing sour, umami, and spicy flavor qualities. Furthermore, sensory tests were conducted, a questionnaire on food likes completed, and various eating behavior related traits measured with validated scales. Sensory data included intensity ratings of PROP (6-n-propylthiouracil-impregnated filter paper), hedonic and intensity responses to sourness (orange juice with and without added citric acid, 0.42%), pungency (strawberry jelly with and without added capsaicin 0.00013%) and umami ('mouthfeel flavor' taste solution). Ratings of liking of 41 general food names were categorized into salty-and-fatty, sweet-and-fatty, fruits and vegetables and fish foods. Subgroup differences (complex samples procedure) and the genetics underlying the subgroups (structural equation modeling) were investigated. Of the resulting two groups (basic, n=140, adventurous n=152; non-grouped n=39), the adventurous expressed higher liking for sour and spicy foods, and had more tolerance for capsaicin burn in the sensory-hedonic test. The adventurous were also less food neophobic (25.9±9.1 vs. 32.5±10.6, respectively) and expressed higher liking for fruits and vegetables compared to the basic group. Genetic effects were shown to underlie the subgroups (heritability 72%, CI: 36-92%). Linkage analysis for 27 candidate gene regions revealed suggestively that being adventurous is linked to TAS1R1 and PKD1L3 genes. These results indicate that food neophobia and genetic differences may form a barrier through which individual flavor preferences are generated.",Appetite,2014,"Adult; Feeding Behavior; Female; Finland; Food Preferences; Fruit; Humans; Male; Phenotype; Sequence Analysis, DNA; Surveys and Questionnaires; Taste; Twins; Vegetables; White People; Young Adult",False,4
Estonian Biobank,24296717,Impact of type 2 diabetes susceptibility variants on quantitative glycemic traits reveals mechanistic heterogeneity.,"Patients with established type 2 diabetes display both β-cell dysfunction and insulin resistance. To define fundamental processes leading to the diabetic state, we examined the relationship between type 2 diabetes risk variants at 37 established susceptibility loci, and indices of proinsulin processing, insulin secretion, and insulin sensitivity. We included data from up to 58,614 nondiabetic subjects with basal measures and 17,327 with dynamic measures. We used additive genetic models with adjustment for sex, age, and BMI, followed by fixed-effects, inverse-variance meta-analyses. Cluster analyses grouped risk loci into five major categories based on their relationship to these continuous glycemic phenotypes. The first cluster (PPARG, KLF14, IRS1, GCKR) was characterized by primary effects on insulin sensitivity. The second cluster (MTNR1B, GCK) featured risk alleles associated with reduced insulin secretion and fasting hyperglycemia. ARAP1 constituted a third cluster characterized by defects in insulin processing. A fourth cluster (TCF7L2, SLC30A8, HHEX/IDE, CDKAL1, CDKN2A/2B) was defined by loci influencing insulin processing and secretion without a detectable change in fasting glucose levels. The final group contained 20 risk loci with no clear-cut associations to continuous glycemic traits. By assembling extensive data on continuous glycemic traits, we have exposed the diverse mechanisms whereby type 2 diabetes risk variants impact disease predisposition.",Diabetes,2014,"Alleles; Cluster Analysis; Diabetes Mellitus, Type 2; Female; Gene Frequency; Genetic Predisposition to Disease; Genetic Variation; Genome-Wide Association Study; Humans; Insulin; Insulin Resistance; Insulin Secretion; Insulin-Secreting Cells; Male; Polymorphism, Single Nucleotide; Quantitative Trait Loci; Risk Factors; Transcription Factors",False,2
